origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
Corrientes,Goya,661.3488328,234203.6430013,17.2787801,234882.2706142
Corrientes,Curuzú Cuatiá,661.3488328,234203.6430013,17.2787801,234882.2706142
Corrientes,Esquina,661.3488328,343333.2967325,2500.0366667,346494.6822321
Corrientes,Sauce,661.3488328,743769.6269997,51309.5481680,795740.5240005
Corrientes,Paso de los Libres,661.3488328,743769.6269997,51309.5481680,795740.5240005
Corrientes,Monte Caseros,661.3488328,743769.6269997,51309.5481680,795740.5240005
San Antonio de Itatí,Itatí,661.3488328,743769.6269997,51309.5481680,795740.5240005
San Antonio de Itatí,San Cosme,661.3488328,743769.6269997,51309.5481680,795740.5240005
San Antonio de Itatí,Corrientes,6149.4889826,137567.7620675,661.3488328,144378.5998830
San Antonio de Itatí,San Antonio de Itatí,6149.4889826,0.0000000,661.3488328,144378.5998830
San Antonio de Itatí,"San Luis del Palmar
",6149.4889826,110297.0093416,15395.6224774,131842.1208017
San Antonio de Itatí,Ituzaingó,6149.4889826,88184.8646839,2347.1649342,96681.5186008
San Antonio de Itatí,Caá Catí,6149.4889826,88184.8646839,2347.1649342,96681.5186008
San Antonio de Itatí,Empedrado,6149.4889826,189828.3189009,2558.5208338,198536.3287173
San Antonio de Itatí,Mburucuyá,6149.4889826,189828.3189009,2558.5208338,198536.3287173
San Antonio de Itatí,San Miguel,6149.4889826,189828.3189009,2558.5208338,198536.3287173
San Antonio de Itatí,Santo Tomé,6149.4889826,189828.3189009,2558.5208338,198536.3287173
San Antonio de Itatí,Saladas,6149.4889826,189828.3189009,2558.5208338,198536.3287173
San Antonio de Itatí,Concepción,6149.4889826,189828.3189009,2558.5208338,198536.3287173
San Antonio de Itatí,Bella Vista,6149.4889826,189828.3189009,2558.5208338,198536.3287173
San Antonio de Itatí,San Roque,6149.4889826,264304.0374355,3237.7114814,273691.2378995
San Antonio de Itatí,Santa Lucía,6149.4889826,264304.0374355,3237.7114814,273691.2378995
San Antonio de Itatí,Alvear,6149.4889826,264304.0374355,3237.7114814,273691.2378995
San Antonio de Itatí,La Cruz,6149.4889826,264304.0374355,3237.7114814,273691.2378995
San Antonio de Itatí,Mercedes,6149.4889826,264304.0374355,3237.7114814,273691.2378995
San Antonio de Itatí,Goya,6149.4889826,371771.4050688,17.2787801,377938.1728316
San Antonio de Itatí,Curuzú Cuatiá,6149.4889826,371771.4050688,17.2787801,377938.1728316
San Antonio de Itatí,Esquina,6149.4889826,480901.0588001,2500.0366667,489550.5844494
San Antonio de Itatí,Sauce,6149.4889826,881337.3890672,51309.5481680,938796.4262178
San Antonio de Itatí,Paso de los Libres,6149.4889826,881337.3890672,51309.5481680,938796.4262178
San Antonio de Itatí,Monte Caseros,6149.4889826,881337.3890672,51309.5481680,938796.4262178
"San Luis del Palmar
",Itatí,6149.4889826,881337.3890672,51309.5481680,938796.4262178
"San Luis del Palmar
",San Cosme,6149.4889826,881337.3890672,51309.5481680,938796.4262178
"San Luis del Palmar
",Corrientes,15395.6224774,27270.7527259,661.3488328,43327.7240362
"San Luis del Palmar
",San Antonio de Itatí,15395.6224774,110297.0093416,6149.4889826,131842.1208017
"San Luis del Palmar
","San Luis del Palmar
",15395.6224774,0.0000000,6149.4889826,131842.1208017
"San Luis del Palmar
",Ituzaingó,15395.6224774,198481.8740255,2347.1649342,216224.6614372
"San Luis del Palmar
",Caá Catí,15395.6224774,198481.8740255,2347.1649342,216224.6614372
"San Luis del Palmar
",Empedrado,15395.6224774,79531.3095593,2558.5208338,97485.4528705
"San Luis del Palmar
",Mburucuyá,15395.6224774,79531.3095593,2558.5208338,97485.4528705
"San Luis del Palmar
",San Miguel,15395.6224774,79531.3095593,2558.5208338,97485.4528705
"San Luis del Palmar
",Santo Tomé,15395.6224774,79531.3095593,2558.5208338,97485.4528705
"San Luis del Palmar
",Saladas,15395.6224774,79531.3095593,2558.5208338,97485.4528705
"San Luis del Palmar
",Concepción,15395.6224774,79531.3095593,2558.5208338,97485.4528705
"San Luis del Palmar
",Bella Vista,15395.6224774,79531.3095593,2558.5208338,97485.4528705
"San Luis del Palmar
",San Roque,15395.6224774,154007.0280939,3237.7114814,172640.3620527
"San Luis del Palmar
",Santa Lucía,15395.6224774,154007.0280939,3237.7114814,172640.3620527
"San Luis del Palmar
",Alvear,15395.6224774,154007.0280939,3237.7114814,172640.3620527
"San Luis del Palmar
",La Cruz,15395.6224774,154007.0280939,3237.7114814,172640.3620527
"San Luis del Palmar
",Mercedes,15395.6224774,154007.0280939,3237.7114814,172640.3620527
"San Luis del Palmar
",Goya,15395.6224774,261474.3957272,17.2787801,276887.2969848
"San Luis del Palmar
",Curuzú Cuatiá,15395.6224774,261474.3957272,17.2787801,276887.2969848
"San Luis del Palmar
",Esquina,15395.6224774,370604.0494585,2500.0366667,388499.7086026
"San Luis del Palmar
",Sauce,15395.6224774,771040.3797256,51309.5481680,837745.5503711
"San Luis del Palmar
",Paso de los Libres,15395.6224774,771040.3797256,51309.5481680,837745.5503711
"San Luis del Palmar
",Monte Caseros,15395.6224774,771040.3797256,51309.5481680,837745.5503711
Ituzaingó,Itatí,15395.6224774,771040.3797256,51309.5481680,837745.5503711
Ituzaingó,San Cosme,15395.6224774,771040.3797256,51309.5481680,837745.5503711
Ituzaingó,Corrientes,2347.1649342,225752.6267515,661.3488328,228761.1405185
Ituzaingó,San Antonio de Itatí,2347.1649342,88184.8646839,6149.4889826,96681.5186008
Ituzaingó,"San Luis del Palmar
",2347.1649342,198481.8740255,15395.6224774,216224.6614372
Ituzaingó,Ituzaingó,2347.1649342,0.0000000,15395.6224774,216224.6614372
Ituzaingó,Caá Catí,2347.1649342,0.0000000,15395.6224774,216224.6614372
Ituzaingó,Empedrado,2347.1649342,278013.1835849,2558.5208338,282918.8693528
Ituzaingó,Mburucuyá,2347.1649342,278013.1835849,2558.5208338,282918.8693528
Ituzaingó,San Miguel,2347.1649342,278013.1835849,2558.5208338,282918.8693528
Ituzaingó,Santo Tomé,2347.1649342,278013.1835849,2558.5208338,282918.8693528
Ituzaingó,Saladas,2347.1649342,278013.1835849,2558.5208338,282918.8693528
Ituzaingó,Concepción,2347.1649342,278013.1835849,2558.5208338,282918.8693528
Ituzaingó,Bella Vista,2347.1649342,278013.1835849,2558.5208338,282918.8693528
Ituzaingó,San Roque,2347.1649342,352488.9021194,3237.7114814,358073.7785350
Ituzaingó,Santa Lucía,2347.1649342,352488.9021194,3237.7114814,358073.7785350
Ituzaingó,Alvear,2347.1649342,352488.9021194,3237.7114814,358073.7785350
Ituzaingó,La Cruz,2347.1649342,352488.9021194,3237.7114814,358073.7785350
Ituzaingó,Mercedes,2347.1649342,352488.9021194,3237.7114814,358073.7785350
Ituzaingó,Goya,2347.1649342,459956.2697527,17.2787801,462320.7134671
Ituzaingó,Curuzú Cuatiá,2347.1649342,459956.2697527,17.2787801,462320.7134671
Ituzaingó,Esquina,2347.1649342,569085.9234840,2500.0366667,573933.1250850
Ituzaingó,Sauce,2347.1649342,969522.2537511,51309.5481680,1023178.9668534
Ituzaingó,Paso de los Libres,2347.1649342,969522.2537511,51309.5481680,1023178.9668534
Ituzaingó,Monte Caseros,2347.1649342,969522.2537511,51309.5481680,1023178.9668534
Caá Catí,Itatí,2347.1649342,969522.2537511,51309.5481680,1023178.9668534
Caá Catí,San Cosme,2347.1649342,969522.2537511,51309.5481680,1023178.9668534
Caá Catí,Corrientes,2347.1649342,969522.2537511,51309.5481680,1023178.9668534
Caá Catí,San Antonio de Itatí,2347.1649342,969522.2537511,51309.5481680,1023178.9668534
Caá Catí,"San Luis del Palmar
",2347.1649342,969522.2537511,51309.5481680,1023178.9668534
Caá Catí,Ituzaingó,2347.1649342,969522.2537511,51309.5481680,1023178.9668534
Caá Catí,Caá Catí,2347.1649342,0.0000000,51309.5481680,1023178.9668534
Caá Catí,Empedrado,2347.1649342,0.0000000,51309.5481680,1023178.9668534
Caá Catí,Mburucuyá,20799.1021373,80890.0775579,24769.9377545,126459.1174496
Caá Catí,San Miguel,20799.1021373,80890.0775579,24769.9377545,126459.1174496
Caá Catí,Santo Tomé,20799.1021373,80890.0775579,24769.9377545,126459.1174496
Caá Catí,Saladas,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,Concepción,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,Bella Vista,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,San Roque,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,Santa Lucía,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,Alvear,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,La Cruz,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,Mercedes,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,Goya,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,Curuzú Cuatiá,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,Esquina,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,Sauce,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,Paso de los Libres,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Caá Catí,Monte Caseros,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Empedrado,Itatí,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Empedrado,San Cosme,20799.1021373,129017.4419967,4929.2963365,154745.8404705
Empedrado,Corrientes,2558.5208338,52260.5568334,661.3488328,55480.4264999
Empedrado,San Antonio de Itatí,2558.5208338,189828.3189009,6149.4889826,198536.3287173
Empedrado,"San Luis del Palmar
",2558.5208338,79531.3095593,15395.6224774,97485.4528705
Empedrado,Ituzaingó,2558.5208338,278013.1835848,2347.1649342,282918.8693528
Empedrado,Caá Catí,2558.5208338,278013.1835848,2347.1649342,282918.8693528
Empedrado,Empedrado,2558.5208338,0.0000000,2347.1649342,282918.8693528
Empedrado,Mburucuyá,2558.5208338,0.0000000,2347.1649342,282918.8693528
Empedrado,San Miguel,2558.5208338,0.0000000,2347.1649342,282918.8693528
Empedrado,Santo Tomé,2558.5208338,0.0000000,2347.1649342,282918.8693528
Empedrado,Saladas,2558.5208338,0.0000000,2347.1649342,282918.8693528
Empedrado,Concepción,2558.5208338,0.0000000,2347.1649342,282918.8693528
Empedrado,Bella Vista,2558.5208338,0.0000000,2347.1649342,282918.8693528
Empedrado,San Roque,2558.5208338,74475.7185346,3237.7114814,80271.9508497
Empedrado,Santa Lucía,2558.5208338,74475.7185346,3237.7114814,80271.9508497
Empedrado,Alvear,2558.5208338,74475.7185346,3237.7114814,80271.9508497
Empedrado,La Cruz,2558.5208338,74475.7185346,3237.7114814,80271.9508497
Empedrado,Mercedes,2558.5208338,74475.7185346,3237.7114814,80271.9508497
Empedrado,Goya,2558.5208338,181943.0861679,17.2787801,184518.8857818
Empedrado,Curuzú Cuatiá,2558.5208338,181943.0861679,17.2787801,184518.8857818
Empedrado,Esquina,2558.5208338,291072.7398992,2500.0366667,296131.2973996
Empedrado,Sauce,2558.5208338,691509.0701663,51309.5481680,745377.1391681
Empedrado,Paso de los Libres,2558.5208338,691509.0701663,51309.5481680,745377.1391681
Empedrado,Monte Caseros,2558.5208338,691509.0701663,51309.5481680,745377.1391681
Mburucuyá,Itatí,2558.5208338,691509.0701663,51309.5481680,745377.1391681
Mburucuyá,San Cosme,2558.5208338,691509.0701663,51309.5481680,745377.1391681
Mburucuyá,Corrientes,2558.5208338,691509.0701663,51309.5481680,745377.1391681
Mburucuyá,San Antonio de Itatí,2558.5208338,691509.0701663,51309.5481680,745377.1391681
Mburucuyá,"San Luis del Palmar
",2558.5208338,691509.0701663,51309.5481680,745377.1391681
Mburucuyá,Ituzaingó,2558.5208338,691509.0701663,51309.5481680,745377.1391681
Mburucuyá,Caá Catí,24769.9377545,80890.0775579,20799.1021373,126459.1174496
Mburucuyá,Empedrado,24769.9377545,80890.0775579,20799.1021373,126459.1174496
Mburucuyá,Mburucuyá,24769.9377545,0.0000000,20799.1021373,126459.1174496
Mburucuyá,San Miguel,24769.9377545,0.0000000,20799.1021373,126459.1174496
Mburucuyá,Santo Tomé,24769.9377545,0.0000000,20799.1021373,126459.1174496
Mburucuyá,Saladas,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,Concepción,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,Bella Vista,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,San Roque,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,Santa Lucía,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,Alvear,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,La Cruz,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,Mercedes,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,Goya,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,Curuzú Cuatiá,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,Esquina,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,Sauce,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,Paso de los Libres,24769.9377545,48127.3644388,4929.2963365,77826.5985298
Mburucuyá,Monte Caseros,24769.9377545,48127.3644388,4929.2963365,77826.5985298
San Miguel,Itatí,24769.9377545,48127.3644388,4929.2963365,77826.5985298
San Miguel,San Cosme,24769.9377545,48127.3644388,4929.2963365,77826.5985298
San Miguel,Corrientes,24769.9377545,48127.3644388,4929.2963365,77826.5985298
San Miguel,San Antonio de Itatí,24769.9377545,48127.3644388,4929.2963365,77826.5985298
San Miguel,"San Luis del Palmar
",24769.9377545,48127.3644388,4929.2963365,77826.5985298
San Miguel,Ituzaingó,24769.9377545,48127.3644388,4929.2963365,77826.5985298
San Miguel,Caá Catí,24769.9377545,48127.3644388,4929.2963365,77826.5985298
San Miguel,Empedrado,24769.9377545,48127.3644388,4929.2963365,77826.5985298
San Miguel,Mburucuyá,24769.9377545,48127.3644388,4929.2963365,77826.5985298
San Miguel,San Miguel,24769.9377545,0.0000000,4929.2963365,77826.5985298
San Miguel,Santo Tomé,24769.9377545,0.0000000,4929.2963365,77826.5985298
San Miguel,Saladas,24769.9377545,0.0000000,4929.2963365,77826.5985298
San Miguel,Concepción,1527.5576258,51159.7066291,24111.8148964,76799.0791513
San Miguel,Bella Vista,1527.5576258,51159.7066291,24111.8148964,76799.0791513
San Miguel,San Roque,1527.5576258,51159.7066291,24111.8148964,76799.0791513
San Miguel,Santa Lucía,1527.5576258,51159.7066291,24111.8148964,76799.0791513
San Miguel,Alvear,1527.5576258,51159.7066291,24111.8148964,76799.0791513
San Miguel,La Cruz,1527.5576258,51159.7066291,24111.8148964,76799.0791513
San Miguel,Mercedes,1527.5576258,51159.7066291,24111.8148964,76799.0791513
San Miguel,Goya,1527.5576258,51159.7066291,24111.8148964,76799.0791513
San Miguel,Curuzú Cuatiá,1527.5576258,51159.7066291,24111.8148964,76799.0791513
San Miguel,Esquina,1527.5576258,51159.7066291,24111.8148964,76799.0791513
San Miguel,Sauce,1527.5576258,51159.7066291,24111.8148964,76799.0791513
San Miguel,Paso de los Libres,1527.5576258,51159.7066291,24111.8148964,76799.0791513
San Miguel,Monte Caseros,1527.5576258,51159.7066291,24111.8148964,76799.0791513
Santo Tomé,Itatí,1527.5576258,51159.7066291,24111.8148964,76799.0791513
Santo Tomé,San Cosme,1527.5576258,51159.7066291,24111.8148964,76799.0791513
Santo Tomé,Corrientes,1527.5576258,51159.7066291,24111.8148964,76799.0791513
Santo Tomé,San Antonio de Itatí,1527.5576258,51159.7066291,24111.8148964,76799.0791513
Santo Tomé,"San Luis del Palmar
",1527.5576258,51159.7066291,24111.8148964,76799.0791513
Santo Tomé,Ituzaingó,1527.5576258,51159.7066291,24111.8148964,76799.0791513
Santo Tomé,Caá Catí,1527.5576258,51159.7066291,24111.8148964,76799.0791513
Santo Tomé,Empedrado,1527.5576258,51159.7066291,24111.8148964,76799.0791513
Santo Tomé,Mburucuyá,1527.5576258,51159.7066291,24111.8148964,76799.0791513
Santo Tomé,San Miguel,1527.5576258,51159.7066291,24111.8148964,76799.0791513
Santo Tomé,Santo Tomé,1527.5576258,0.0000000,24111.8148964,76799.0791513
Santo Tomé,Saladas,1527.5576258,0.0000000,24111.8148964,76799.0791513
Santo Tomé,Concepción,1527.5576258,0.0000000,24111.8148964,76799.0791513
Santo Tomé,Bella Vista,1527.5576258,0.0000000,24111.8148964,76799.0791513
Santo Tomé,San Roque,1527.5576258,0.0000000,24111.8148964,76799.0791513
Santo Tomé,Santa Lucía,1527.5576258,0.0000000,24111.8148964,76799.0791513
Santo Tomé,Alvear,1527.5576258,0.0000000,24111.8148964,76799.0791513
Santo Tomé,La Cruz,820.8364958,97614.7344851,1175.8230736,99611.3940544
Santo Tomé,Mercedes,820.8364958,97614.7344851,1175.8230736,99611.3940544
Santo Tomé,Goya,820.8364958,97614.7344851,1175.8230736,99611.3940544
Santo Tomé,Curuzú Cuatiá,820.8364958,97614.7344851,1175.8230736,99611.3940544
Santo Tomé,Esquina,820.8364958,97614.7344851,1175.8230736,99611.3940544
Santo Tomé,Sauce,820.8364958,97614.7344851,1175.8230736,99611.3940544
Santo Tomé,Paso de los Libres,820.8364958,97614.7344851,1175.8230736,99611.3940544
Santo Tomé,Monte Caseros,820.8364958,97614.7344851,1175.8230736,99611.3940544
Saladas,Itatí,820.8364958,97614.7344851,1175.8230736,99611.3940544
Saladas,San Cosme,820.8364958,97614.7344851,1175.8230736,99611.3940544
Saladas,Corrientes,820.8364958,97614.7344851,1175.8230736,99611.3940544
Saladas,San Antonio de Itatí,820.8364958,97614.7344851,1175.8230736,99611.3940544
Saladas,"San Luis del Palmar
",820.8364958,97614.7344851,1175.8230736,99611.3940544
Saladas,Ituzaingó,820.8364958,97614.7344851,1175.8230736,99611.3940544
Saladas,Caá Catí,4929.2963365,129017.4419967,20799.1021373,154745.8404705
Saladas,Empedrado,4929.2963365,129017.4419967,20799.1021373,154745.8404705
Saladas,Mburucuyá,4929.2963365,48127.3644388,24769.9377545,77826.5985298
Saladas,San Miguel,4929.2963365,48127.3644388,24769.9377545,77826.5985298
Saladas,Santo Tomé,4929.2963365,48127.3644388,24769.9377545,77826.5985298
Saladas,Saladas,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,Concepción,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,Bella Vista,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,San Roque,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,Santa Lucía,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,Alvear,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,La Cruz,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,Mercedes,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,Goya,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,Curuzú Cuatiá,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,Esquina,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,Sauce,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,Paso de los Libres,4929.2963365,0.0000000,24769.9377545,77826.5985298
Saladas,Monte Caseros,4929.2963365,0.0000000,24769.9377545,77826.5985298
Concepción,Itatí,4929.2963365,0.0000000,24769.9377545,77826.5985298
Concepción,San Cosme,4929.2963365,0.0000000,24769.9377545,77826.5985298
Concepción,Corrientes,4929.2963365,0.0000000,24769.9377545,77826.5985298
Concepción,San Antonio de Itatí,4929.2963365,0.0000000,24769.9377545,77826.5985298
Concepción,"San Luis del Palmar
",4929.2963365,0.0000000,24769.9377545,77826.5985298
Concepción,Ituzaingó,4929.2963365,0.0000000,24769.9377545,77826.5985298
Concepción,Caá Catí,4929.2963365,0.0000000,24769.9377545,77826.5985298
Concepción,Empedrado,4929.2963365,0.0000000,24769.9377545,77826.5985298
Concepción,Mburucuyá,4929.2963365,0.0000000,24769.9377545,77826.5985298
Concepción,San Miguel,24111.8148964,51159.7066291,1527.5576258,76799.0791513
Concepción,Santo Tomé,24111.8148964,51159.7066291,1527.5576258,76799.0791513
Concepción,Saladas,24111.8148964,51159.7066291,1527.5576258,76799.0791513
Concepción,Concepción,24111.8148964,0.0000000,1527.5576258,76799.0791513
Concepción,Bella Vista,24111.8148964,0.0000000,1527.5576258,76799.0791513
Concepción,San Roque,24111.8148964,0.0000000,1527.5576258,76799.0791513
Concepción,Santa Lucía,24111.8148964,0.0000000,1527.5576258,76799.0791513
Concepción,Alvear,24111.8148964,0.0000000,1527.5576258,76799.0791513
Concepción,La Cruz,24111.8148964,0.0000000,1527.5576258,76799.0791513
Concepción,Mercedes,24111.8148964,0.0000000,1527.5576258,76799.0791513
Concepción,Goya,24111.8148964,0.0000000,1527.5576258,76799.0791513
Concepción,Curuzú Cuatiá,24111.8148964,0.0000000,1527.5576258,76799.0791513
Concepción,Esquina,24111.8148964,0.0000000,1527.5576258,76799.0791513
Concepción,Sauce,24111.8148964,0.0000000,1527.5576258,76799.0791513
Concepción,Paso de los Libres,24111.8148964,0.0000000,1527.5576258,76799.0791513
Concepción,Monte Caseros,24111.8148964,0.0000000,1527.5576258,76799.0791513
Bella Vista,Itatí,24111.8148964,0.0000000,1527.5576258,76799.0791513
Bella Vista,San Cosme,24111.8148964,0.0000000,1527.5576258,76799.0791513
Bella Vista,Corrientes,24111.8148964,0.0000000,1527.5576258,76799.0791513
Bella Vista,San Antonio de Itatí,24111.8148964,0.0000000,1527.5576258,76799.0791513
Bella Vista,"San Luis del Palmar
",24111.8148964,0.0000000,1527.5576258,76799.0791513
Bella Vista,Ituzaingó,24111.8148964,0.0000000,1527.5576258,76799.0791513
Bella Vista,Caá Catí,24111.8148964,0.0000000,1527.5576258,76799.0791513
Bella Vista,Empedrado,24111.8148964,0.0000000,1527.5576258,76799.0791513
Bella Vista,Mburucuyá,24111.8148964,0.0000000,1527.5576258,76799.0791513
